,author_name,book_name,book_category,book_language,number_of_pages,publisher,book_size
208,أحمد خالد توفيق,العالم المفقود ,   الروايات العالمية المترجمة,Arabic,130,  العربية الحديثة,6.5
209,أحمد خالد توفيق,دوريان جراي ,   الروايات العالمية المترجمة,Arabic,130,  العربية الحديثة,6.3
210,أحمد خالد توفيق,وادي العناكب ,   الروايات العالمية المترجمة,Arabic,130,  العربية الحديثة,6.6
211,أحمد خالد توفيق,الغرفة الحمراء ,   الروايات العالمية المترجمة,Arabic,140,  العربية الحديثة,7
212,أحمد خالد توفيق,سلالة اندروميدا ,   الروايات العالمية المترجمة,Arabic,160,  العربية الحديثة,8
213,أحمد خالد توفيق,القتل بدون اتعاب ,   الروايات العالمية المترجمة  روايات عربية,Arabic,112,  العربية الحديثة,5.7
214,أحمد خالد توفيق,الاعماق ,   الروايات العالمية المترجمة  روايات عربية,Arabic,138,  العربية الحديثة,6.6
215,أحمد خالد توفيق,قبضة الشيطان الذهبية ,   روايات عربية,Arabic,130,  العربية الحديثة,6.7
216,أحمد خالد توفيق,وجاء العنكبوت ,   روايات عربية,Arabic,120,  العربية الحديثة,6
217,أحمد خالد توفيق,لقاءات من النوع الثالث ,   الروايات العالمية المترجمة,Arabic,75,  العربية الحديثة,8
218,أحمد خالد توفيق,الشيطانة ,   الروايات العالمية المترجمة,Arabic,72,  العربية الحديثة,6.7
219,أحمد خالد توفيق,الغيبوبة للكاتب احمد خالد توفيق ,   الروايات العالمية المترجمة,Arabic,84,  العربية الحديثة,7.8
220,أحمد خالد توفيق,رحلة الى مركز الارض ,   الروايات العالمية المترجمة,Arabic,65,  العربية الحديثة,6
221,أحمد خالد توفيق,فوق مستوى الشبهات ,   الروايات العالمية المترجمة,Arabic,100,  العربية الحديثة,10
222,أحمد خالد توفيق,الفك المفترس ,   الروايات العالمية المترجمة,Arabic,102,  العربية الحديثة,10
223,أحمد خالد توفيق,حرب النجوم ,   الروايات العالمية المترجمة,Arabic,105,  العربية الحديثة,10
224,أحمد خالد توفيق,دكتور نو ,   الروايات العالمية المترجمة,Arabic,95,  العربية الحديثة,9
225,أحمد خالد توفيق,كنوز الملك سليمان ,   الروايات العالمية المترجمة,Arabic,88,  العربية الحديثة,8
226,أحمد خالد توفيق,فلاش جوردن ,   الروايات العالمية المترجمة  روايات عربية,Arabic,172,  العربية الحديثة,8
227,أحمد خالد توفيق,كونتيكي ,   روايات عربية,Arabic,114,  العربية الحديثة,8
228,أحمد خالد توفيق,وعد جوناثان ,   روايات عربية,Arabic,143,  العربية الحديثة,5
229,أحمد خالد توفيق,احلام ,   روايات عربية,Arabic,122,  العربية الحديثة,4
230,أحمد خالد توفيق,من قتل الامبراطور ,   روايات عربية,Arabic,174,  العربية الحديثة,6
231,أحمد خالد توفيق,وحدي مع لافكرافت ,   روايات عربية,Arabic,175,  العربية الحديثة,5.8
232,أحمد خالد توفيق,البطل ذو الالف وجه ,   روايات عربية,Arabic,140,  العربية الحديثة,4
233,أحمد خالد توفيق,قصة كل ليلة ,   روايات عربية,Arabic,141,  العربية الحديثة,4
234,أحمد خالد توفيق,ليال عربية ,   روايات عربية,Arabic,141,  العربية الحديثة,5
235,أحمد خالد توفيق,الصيادون ,   روايات عربية,Arabic,118,  العربية الحديثة,4
236,أحمد خالد توفيق,عبقري آخر ,   روايات عربية,Arabic,105,  العربية الحديثة,4
237,أحمد خالد توفيق,بحاران ,   روايات عربية,Arabic,120,  العربية الحديثة,4
238,أحمد خالد توفيق,ب4م ,   روايات عربية,Arabic,135,  العربية الحديثة,4
239,أحمد خالد توفيق,فلننقذ الدوتشي ,   روايات عربية,Arabic,125,  العربية الحديثة,4
240,أحمد خالد توفيق,هي والانا ,   روايات عربية,Arabic,115,  العربية الحديثة,4
241,أحمد خالد توفيق,يوم غرق الاسطول ,   روايات عربية,Arabic,114,  العربية الحديثة,4
242,أحمد خالد توفيق,اللغز ,   روايات عربية,Arabic,114,  العربية الحديثة,4
243,أحمد خالد توفيق,الساحر وانا ,   روايات عربية,Arabic,124,  العربية الحديثة,4
244,أحمد خالد توفيق,الحالم الاخير ,   روايات عربية,Arabic,139,  العربية الحديثة,5
245,أحمد خالد توفيق,تشي ,   روايات عربية,Arabic,129,  العربية الحديثة,5
246,أحمد خالد توفيق,شيء من حتى ,   روايات عربية,Arabic,125,  العربية الحديثة,4
247,أحمد خالد توفيق,اسطورة نهر ,   روايات عربية,Arabic,135,  العربية الحديثة,4
248,أحمد خالد توفيق,الملل بعينه ,   روايات عربية,Arabic,142,  العربية الحديثة,6
249,أحمد خالد توفيق,العاب فارسية ,   روايات عربية,Arabic,127,  العربية الحديثة,6
250,أحمد خالد توفيق,ارشيف الغد ,   روايات عربية,Arabic,168,  العربية الحديثة,8
251,أحمد خالد توفيق,صديقي جلجاميش ,   روايات عربية,Arabic,127,  العربية الحديثة,4
252,أحمد خالد توفيق,عينان ,   روايات عربية,Arabic,138,  العربية الحديثة,4
253,أحمد خالد توفيق,فلاسفة في حسائي ,   روايات عربية,Arabic,130,  العربية الحديثة,4
254,أحمد خالد توفيق,حب في اغسطس ,   روايات عربية,Arabic,122,  العربية الحديثة,4
255,أحمد خالد توفيق,ما امام الطبيعة ,   روايات عربية,Arabic,138,  العربية الحديثة,4
256,أحمد خالد توفيق,عرض لا تستطيع رفضه ,   روايات عربية,Arabic,143,  العربية الحديثة,5
257,أحمد خالد توفيق,أيام مع هانيبال ,   روايات عربية,Arabic,171,  العربية الحديثة,5.8
258,أحمد خالد توفيق,في مملكة الأخوين ,   روايات عربية,Arabic,156,  العربية الحديثة,5
259,أحمد خالد توفيق,اسمه أدهم ,   روايات عربية,Arabic,157,  العربية الحديثة,4.7
260,أحمد خالد توفيق,عبقري,   روايات عربية,Arabic,156,  العربية الحديثة,5.2
261,أحمد خالد توفيق,الوطواط,   روايات عربية,Arabic,154,  العربية الحديثة,5.3
262,أحمد خالد توفيق,1919 ,   روايات عربية,Arabic,153,  العربية الحديثة,5
263,أحمد خالد توفيق,آخر أيام الرايخ ,   روايات عربية,Arabic,155,  العربية الحديثة,4.9
264,أحمد خالد توفيق, يوتوبيا ,  الأدب  روايات عربية,Arabic,98,  ميريت,15
265,أحمد خالد توفيق,عودة المحارب ,   روايات عربية,Arabic,149, ال العربية الحديثة,5
266,أحمد خالد توفيق,من أجل طروادة ,   روايات عربية,Arabic,139,  العربية الحديثة,4.5
267,أحمد خالد توفيق,فليدخل التنين ,   روايات عربية,Arabic,150,  العربية الحديثة,5.3
268,أحمد خالد توفيق,أرض-قمر-أرض ,   روايات عربية,Arabic,174,  العربية الحديثة,5.5
269,أحمد خالد توفيق,قلعة السفاحين ,   روايات عربية,Arabic,142,  العربية الحديثة,4.4
270,أحمد خالد توفيق,لا تدخلوا شيروود ,   روايات عربية,Arabic,143, ال العربية الحديثة,5
271,أحمد خالد توفيق,من فعلها للكاتب احمد خالد توفيق ,   روايات عربية,Arabic,157, ال العربية الحديثة,4.5
272,أحمد خالد توفيق,خمسة منهم ,   روايات عربية,Arabic,142, ال العربية الحديثة,4.5
273,أحمد خالد توفيق,توم ومن معه ,   روايات عربية,Arabic,121,  العربية الحديثة,4
274,أحمد خالد توفيق,اقتلوا بطوط ,   روايات عربية,Arabic,125, ال العربية الحديثة,4
275,أحمد خالد توفيق,شبح وشيطان ,   روايات عربية,Arabic,125,  العربية الحديثة,5.9
276,أحمد خالد توفيق,إعدام في البرج ,   روايات عربية,Arabic,110,  العربية الحديثة,4
277,أحمد خالد توفيق,بعد سوبر مان ,   روايات عربية,Arabic,122,  العربية الحديثة,4
278,أحمد خالد توفيق,رجل من كريبتون ,   روايات عربية,Arabic,122,  العربية الحدييثة,4
279,أحمد خالد توفيق,بين عالمين-فانتازيا ,   روايات عربية,Arabic,122,  العربية الحديثة,3.7
280,أحمد خالد توفيق,نداء الأدغال ,   روايات عربية,Arabic,143,  العربية الحديثة,4.7
